TXNAME	GENEID	R2_HCC827.bam	R3_HCC827.bam	R1_HCC827.bam	R3_H1975.bam	R1_H1975.bam	R2_H1975.bam
BambuTx502	ENSG00000275807	9	13	16	14	18	19
BambuTx503	ENSG00000298198	0	0	0	18	19	7
BambuTx504	ENSG00000179965	18	17	27	21	17	22
BambuTx505	ENSG00000099385	49	47	61	115	110	118
BambuTx506	ENSG00000175938	28	18	22	205	203	201
BambuTx507	ENSG00000178226	10	14	22	17	31	20
BambuTx508	ENSG00000129636	44	42	60	93	83	94
BambuTx509	BambuGene10093	0	0	6	4	3	1
BambuTx510	ENSG00000259283	0	0	0	10	5	7
BambuTx511	ENSG00000291105	23	17	25	37	38	35
BambuTx512	ENSG00000290662	0	0	0	28	23	20
BambuTx513	ENSG00000140859	69	80	113	139	154	157
BambuTx514	ENSG00000103021	21	36	62	31	35	34
BambuTx515	ENSG00000258122	11	9	2	39	57	37
BambuTx516	BambuGene10187	80	47	67	63	72	65
BambuTx517	ENSG00000168676	0	0	1	8	6	1
BambuTx518	ENSG00000176387	9	19	22	10	7	9
BambuTx519	ENSG00000258429	28	33	45	58	62	89
BambuTx520	BambuGene10260	3	4	6	4	3	7
BambuTx521	ENSG00000167377	7	2	2	7	10	14
BambuTx522	ENSG00000166822	13	12	23	52	72	76
BambuTx523	ENSG00000183196	4	5	5	56	64	53
BambuTx524	ENSG00000103121	286	413	473	538	602	651
BambuTx525	ENSG00000166455	9	6	23	24	32	24
BambuTx526	ENSG00000166455	5	1	8	11	5	7
BambuTx527	BambuGene10352	14	0	7	5	3	7
BambuTx528	ENSG00000260504	0	0	0	5	5	1
BambuTx529	BambuGene9603	4	8	11	6	7	11
BambuTx530	BambuGene10376	0	0	0	24	27	29
BambuTx531	BambuGene10390	142	74	118	66	53	45
BambuTx532	BambuGene10407	0	0	0	3	9	4
BambuTx533	ENSG00000261118	1	3	1	61	49	25
BambuTx534	ENSG00000261373	36	95	56	120	68	149
BambuTx535	ENSG00000187624	1	1	0	249	202	323
BambuTx536	ENSG00000236838	5	3	4	5	10	6
BambuTx537	BambuGene11433	0	0	4	5	1	3
BambuTx538	BambuGene10590	0	0	2	8	6	8
BambuTx539	BambuGene11475	24	14	25	16	8	7
BambuTx540	ENSG00000262165	56	66	66	70	89	64
BambuTx541	ENSG00000198920	7	12	20	8	1	16
BambuTx542	ENSG00000291084	0	0	1	29	13	23
BambuTx543	BambuGene10673	160	181	279	185	221	227
BambuTx544	ENSG00000161955	66	116	125	107	124	112
BambuTx545	ENSG00000129194	18	7	5	3	0	1
BambuTx546	BambuGene11541	0	1	0	5	9	5
BambuTx547	ENSG00000179859	0	4	1	12	17	23
BambuTx548	ENSG00000179477	1	2	3	18	15	21
BambuTx549	ENSG00000214999	1	0	1	2	6	1
BambuTx550	BambuGene10715	0	4	0	5	2	0
BambuTx551	ENSG00000265349	9	12	18	13	18	18
BambuTx552	ENSG00000154957	7	12	23	5	12	8
BambuTx553	BambuGene11584	0	2	1	19	17	13
BambuTx554	ENSG00000259024	25	7	32	23	16	30
BambuTx555	ENSG00000255104	13	5	22	4	11	5
BambuTx556	ENSG00000265401	363	421	465	344	484	399
BambuTx557	ENSG00000141040	8	12	7	75	78	60
BambuTx558	ENSG00000141040	1	11	4	70	69	77
BambuTx559	ENSG00000170160	0	0	0	150	176	153
BambuTx560	ENSG00000299412	12	29	41	18	34	15
BambuTx561	ENSG00000306320	2	4	1	6	6	8
BambuTx562	BambuGene11655	168	108	143	202	217	181
BambuTx563	ENSG00000230197	1	2	10	5	8	8
BambuTx564	ENSG00000281856	9	26	23	21	18	27
BambuTx565	ENSG00000281856	56	57	71	53	30	19
BambuTx566	BambuGene11697	8	9	8	3	7	7
BambuTx567	ENSG00000087095	0	1	0	9	4	10
BambuTx568	ENSG00000167525	9	11	22	9	19	9
BambuTx569	ENSG00000295132	11	19	33	17	22	22
BambuTx570	BambuGene11737	0	0	1	6	3	2
BambuTx571	ENSG00000178691	6	18	13	40	36	59
BambuTx572	ENSG00000280033	2	2	3	5	4	0
BambuTx573	ENSG00000307464	0	0	0	4	2	3
BambuTx574	ENSG00000278540	238	227	257	147	165	150
BambuTx575	ENSG00000277972	250	236	264	163	175	208
BambuTx576	ENSG00000265784	74	29	53	28	27	27
BambuTx577	ENSG00000299210	61	42	75	17	25	20
BambuTx578	ENSG00000214546	4	5	7	3	5	3
BambuTx579	ENSG00000266088	2	14	17	33	47	60
BambuTx580	ENSG00000108759	1	1	2	18	16	5
BambuTx581	ENSG00000171346	1356	1885	1611	681	677	627
BambuTx582	ENSG00000186832	9	5	1	9	11	12
BambuTx583	ENSG00000289579	0	1	1	12	24	11
BambuTx584	BambuGene11872	65	95	86	62	96	78
BambuTx585	BambuGene10978	165	171	222	90	102	127
BambuTx586	BambuGene11907	8	2	7	6	6	11
BambuTx587	ENSG00000108861	206	297	463	303	253	299
BambuTx588	ENSG00000161653	25	55	49	6	8	9
BambuTx589	ENSG00000087152	14	13	21	14	13	11
BambuTx590	BambuGene11978	9	1	10	13	7	4
BambuTx591	ENSG00000159224	1	1	0	24	21	23
BambuTx592	ENSG00000159224	3	2	0	15	22	20
BambuTx593	BambuGene12001	5	4	11	3	7	13
BambuTx594	BambuGene12003	6	0	2	2	2	4
BambuTx595	ENSG00000153930	1	2	1	31	41	48
BambuTx596	ENSG00000214226	9	9	15	23	22	36
BambuTx597	BambuGene11146	3	1	0	4	0	0
BambuTx598	BambuGene12054	19	19	8	12	2	10
BambuTx599	ENSG00000108387	0	1	1	1	3	9
BambuTx600	BambuGene12071	25	20	18	106	96	88
BambuTx601	ENSG00000266117	0	0	0	346	378	334
BambuTx602	ENSG00000266117	0	0	2	217	243	219
BambuTx603	ENSG00000291214	49	48	93	167	174	228
BambuTx604	ENSG00000278730	2	10	8	25	20	10
BambuTx605	BambuGene12141	4	0	0	338	493	360
BambuTx606	ENSG00000196704	0	5	2	14	13	17
BambuTx607	ENSG00000070540	6	18	18	9	9	13
BambuTx608	ENSG00000133195	252	365	459	373	423	392
BambuTx609	ENSG00000279035	10	6	6	13	10	6
BambuTx610	ENSG00000125445	190	222	275	419	516	499
BambuTx611	BambuGene11291	0	0	0	31	0	30
BambuTx613	ENSG00000070731	5	3	3	41	72	96
BambuTx614	BambuGene11328	1	5	5	6	8	4
BambuTx615	ENSG00000303469	0	1	1	8	5	20
BambuTx616	ENSG00000263069	2	3	5	5	5	5
BambuTx617	ENSG00000173818	34	46	43	32	36	35
BambuTx618	BambuGene12260	3	6	7	4	4	2
BambuTx619	ENSG00000303104	0	0	0	14	9	11
BambuTx620	BambuGene12303	0	0	0	2	4	12
BambuTx621	BambuGene11402	0	1	1	9	9	7
BambuTx622	BambuGene12532	0	1	1	23	34	40
BambuTx623	ENSG00000305251	5	5	9	9	16	13
BambuTx624	ENSG00000272799	15	8	7	4	5	2
BambuTx625	BambuGene12612	0	1	0	5	3	4
BambuTx626	ENSG00000075643	97	126	103	209	218	238
BambuTx627	ENSG00000150477	24	23	17	7	9	9
BambuTx628	ENSG00000152223	22	16	36	85	117	72
BambuTx629	BambuGene12436	1	2	0	9	7	9
BambuTx630	ENSG00000287673	0	0	0	111	82	109
BambuTx631	ENSG00000287673	0	0	0	116	104	129
BambuTx632	BambuGene12440	0	0	0	2	0	2
BambuTx633	ENSG00000267764	0	0	0	38	53	49
BambuTx634	BambuGene12675	1	0	0	46	53	45
BambuTx635	BambuGene12490	0	0	0	38	26	24
BambuTx636	ENSG00000276092	0	0	3	9	4	2
BambuTx637	ENSG00000266278	0	2	4	5	15	12
BambuTx638	ENSG00000266278	0	3	0	49	27	43
BambuTx639	BambuGene12493	0	0	0	4	11	5
BambuTx640	ENSG00000166347	1320	2311	2736	1375	1531	1542
BambuTx641	ENSG00000286529	3	3	7	1	1	1
BambuTx642	ENSG00000306934	0	0	0	8	10	8
BambuTx643	ENSG00000181781	0	0	0	34	40	43
BambuTx644	ENSG00000266933	0	1	0	21	0	11
BambuTx645	BambuGene13862	21	19	23	28	41	25
BambuTx646	BambuGene12748	4	18	11	8	4	1
BambuTx647	ENSG00000301705	0	6	8	18	21	12
BambuTx648	ENSG00000267092	1	8	14	10	6	7
BambuTx649	ENSG00000130270	5	18	14	63	83	81
BambuTx650	BambuGene12791	11	2	4	7	15	6
BambuTx651	BambuGene12791	8	18	9	11	6	8
BambuTx652	ENSG00000307697	0	0	0	60	107	88
BambuTx653	ENSG00000307697	0	0	0	40	58	50
BambuTx654	BambuGene12853	601	194	266	149	112	136
BambuTx655	ENSG00000105251	31	15	21	153	145	140
BambuTx656	BambuGene12879	6	8	25	21	20	14
BambuTx657	BambuGene12895	0	6	6	6	7	4
BambuTx658	BambuGene12910	32	21	39	28	49	31
BambuTx659	ENSG00000187650	1	3	7	7	9	7
BambuTx660	BambuGene14023	3	5	3	46	40	43
BambuTx661	BambuGene12969	14	9	9	10	8	11
BambuTx662	BambuGene12976	2	4	9	1353	1227	1123
BambuTx663	BambuGene12997	4	1	4	36	22	26
BambuTx664	ENSG00000295575	6	5	13	6	1	0
BambuTx665	BambuGene14163	69	27	29	35	28	25
BambuTx666	ENSG00000213304	2	1	10	9	10	3
BambuTx667	ENSG00000213304	3	3	4	2	4	4
BambuTx668	BambuGene14189	0	0	0	5	5	0
BambuTx669	ENSG00000286132	5	7	2	61	64	67
BambuTx670	ENSG00000132010	0	0	0	70	61	60
BambuTx671	ENSG00000293234	3	2	7	18	32	23
BambuTx672	BambuGene13100	3	1	0	8	7	7
BambuTx673	ENSG00000188868	1	6	12	43	38	34
BambuTx674	ENSG00000267424	0	1	0	6	12	8
BambuTx675	BambuGene14229	0	0	3	7	3	6
BambuTx676	BambuGene13134	16	6	14	4	5	4
BambuTx677	ENSG00000187556	1	1	2	8	7	12
BambuTx678	BambuGene14296	1	2	3	13	18	8
BambuTx679	BambuGene14296	3	7	1	2	3	4
BambuTx680	ENSG00000141977	0	0	0	31	37	27
BambuTx681	ENSG00000130312	876	927	1172	296	300	316
BambuTx682	BambuGene14325	29	44	38	41	38	40
BambuTx683	ENSG00000268112	164	69	97	19	33	13
BambuTx684	ENSG00000248099	13	26	24	216	201	148
BambuTx685	ENSG00000293178	1	12	8	4	11	10
BambuTx686	BambuGene14396	0	0	0	7	1	1
BambuTx687	ENSG00000178093	28	20	0	124	85	83
BambuTx688	ENSG00000258674	70	96	58	107	102	124
BambuTx689	BambuGene13256	5	7	3	10	7	9
BambuTx690	ENSG00000256771	26	32	28	77	88	78
BambuTx691	ENSG00000267565	9	7	10	4	15	12
BambuTx692	ENSG00000197124	1	2	8	61	73	56
BambuTx693	ENSG00000213988	0	0	0	111	147	114
BambuTx694	ENSG00000213988	0	0	0	151	82	226
BambuTx695	ENSG00000213988	0	0	0	69	97	80
BambuTx697	ENSG00000237440	20	20	41	38	46	37
BambuTx698	ENSG00000268416	0	0	0	30	23	16
BambuTx699	ENSG00000268416	0	0	0	0	0	22
BambuTx700	ENSG00000268416	4	0	3	139	134	127
BambuTx701	ENSG00000268416	0	0	0	38	38	37
BambuTx702	ENSG00000268416	0	0	0	77	75	84
BambuTx703	ENSG00000160229	11	4	6	10	11	15
BambuTx704	BambuGene14427	0	0	0	45	63	39
BambuTx705	ENSG00000160352	0	0	1	169	185	189
BambuTx706	ENSG00000197013	48	66	81	193	228	183
BambuTx707	ENSG00000197013	0	1	0	83	97	79
BambuTx708	ENSG00000304629	0	0	0	29	48	18
BambuTx709	ENSG00000197020	0	2	0	13	21	12
BambuTx710	ENSG00000196172	2	2	10	20	19	33
BambuTx711	ENSG00000196172	3	5	4	85	115	101
BambuTx712	ENSG00000196172	8	1	1	92	4	120
BambuTx713	BambuGene14486	1	0	0	2	0	0
BambuTx714	BambuGene14501	5	10	2	4	7	22
BambuTx715	BambuGene14518	48	47	66	95	96	95
BambuTx716	BambuGene14532	47	54	70	36	42	36
BambuTx717	ENSG00000105668	0	0	0	2	6	4
BambuTx718	ENSG00000126246	81	75	79	51	51	44
BambuTx719	ENSG00000267053	0	0	0	50	58	45
BambuTx720	ENSG00000267041	5	4	22	10	26	19
BambuTx721	ENSG00000300522	0	9	10	4	11	15
BambuTx722	ENSG00000300522	9	8	10	11	9	1
BambuTx723	ENSG00000171827	2	7	3	8	4	14
BambuTx724	ENSG00000267422	2	4	1	23	25	9
BambuTx725	BambuGene13394	19	17	6	7	4	12
BambuTx726	ENSG00000268756	0	0	0	533	684	457
BambuTx727	BambuGene14600	0	0	0	43	61	38
BambuTx728	ENSG00000268510	33	15	41	12	21	10
BambuTx729	ENSG00000308388	1	0	0	114	108	106
BambuTx730	ENSG00000308388	0	0	0	104	79	91
BambuTx731	ENSG00000105223	106	244	190	95	84	121
BambuTx732	ENSG00000293116	0	2	0	23	13	23
BambuTx733	ENSG00000178386	14	2	4	55	44	40
BambuTx734	ENSG00000266903	12	21	11	67	42	93
BambuTx735	BambuGene13559	51	90	127	68	74	67
BambuTx736	ENSG00000295209	15	11	22	12	32	20
BambuTx737	BambuGene13576	20	10	16	4	5	4
BambuTx738	ENSG00000105327	14	32	13	16	8	23
BambuTx739	ENSG00000178150	14	2	3	1040	1362	1042
BambuTx740	BambuGene13646	0	1	2	7	1	1
BambuTx741	ENSG00000104808	9	4	13	35	50	20
BambuTx742	BambuGene13666	2	0	1	4	3	6
BambuTx743	BambuGene14828	70	48	93	33	28	32
BambuTx744	ENSG00000261341	48	43	54	35	38	32
BambuTx745	ENSG00000286236	0	0	1	11	4	10
BambuTx746	ENSG00000161551	2	7	22	481	428	359
BambuTx747	ENSG00000256683	3	6	4	172	170	185
BambuTx748	BambuGene14877	0	0	0	63	101	70
BambuTx749	ENSG00000288253	5	5	4	17	16	22
BambuTx750	ENSG00000198482	0	3	1	94	117	92
BambuTx751	ENSG00000204604	62	127	114	360	359	313
BambuTx752	ENSG00000269646	2	0	0	16	10	12
BambuTx753	ENSG00000170954	2	5	4	23	33	45
BambuTx754	ENSG00000269001	0	1	8	36	37	49
BambuTx755	ENSG00000269001	1	6	0	71	70	44
BambuTx756	ENSG00000293185	6	4	9	35	23	38
BambuTx757	ENSG00000167618	0	0	0	27	23	15
BambuTx758	ENSG00000267577	16	10	15	627	639	597
BambuTx759	ENSG00000309824	32	39	73	73	56	81
BambuTx760	BambuGene14962	459	577	604	196	233	241
BambuTx761	BambuGene13811	0	0	0	134	139	131
BambuTx762	ENSG00000298539	0	2	0	8	11	12
BambuTx763	ENSG00000298539	9	1	1	12	22	12
BambuTx764	BambuGene14979	2	13	10	10	29	27
BambuTx765	BambuGene14979	3	3	1	6	18	8
BambuTx766	ENSG00000267454	28	38	27	211	192	224
BambuTx767	ENSG00000267454	18	34	46	307	229	287
BambuTx768	ENSG00000186230	191	232	283	205	175	156
BambuTx769	ENSG00000176593	5	9	19	24	28	26
BambuTx770	ENSG00000288830	36	17	46	31	50	44
BambuTx771	ENSG00000268895	9	17	31	81	114	82
BambuTx772	ENSG00000083838	14	26	21	47	47	67
BambuTx773	BambuGene16040	0	0	0	10	13	5
BambuTx774	BambuGene16047	0	1	3	19	21	15
BambuTx775	BambuGene15083	0	0	0	5	5	8
BambuTx776	BambuGene15083	2	4	0	27	36	30
BambuTx777	ENSG00000242282	0	10	10	29	46	22
BambuTx778	ENSG00000286905	8	2	13	27	20	20
BambuTx779	ENSG00000214866	0	0	0	26	26	14
BambuTx780	BambuGene16068	21	31	16	22	25	23
BambuTx781	BambuGene16116	3	1	10	22	51	26
BambuTx782	ENSG00000183891	167	215	220	525	555	584
BambuTx783	BambuGene15145	60	34	83	85	114	84
BambuTx784	ENSG00000234378	0	0	0	6	1	3
BambuTx785	BambuGene15182	0	0	2	2	5	3
BambuTx786	ENSG00000138101	30	12	32	34	40	32
BambuTx787	ENSG00000295291	0	1	0	30	26	28
BambuTx788	ENSG00000143994	4	12	10	4	5	7
BambuTx789	ENSG00000234072	6	19	26	51	44	59
BambuTx790	ENSG00000226833	9	18	19	6	9	12
BambuTx791	ENSG00000226833	14	3	6	3	3	4
BambuTx792	ENSG00000305035	11	11	11	31	30	41
BambuTx793	BambuGene16210	1	0	1	3	8	3
BambuTx794	ENSG00000236213	1	0	2	22	51	44
BambuTx795	ENSG00000237803	4	3	3	2	3	0
BambuTx796	ENSG00000213553	557	851	1273	653	735	604
BambuTx797	ENSG00000299127	127	163	155	413	431	378
BambuTx798	ENSG00000171132	12	15	16	12	12	17
BambuTx799	ENSG00000233845	6	6	7	8	8	9
BambuTx800	ENSG00000301821	0	0	0	8	9	2
BambuTx801	ENSG00000170802	6	6	12	37	19	33
BambuTx802	ENSG00000309808	0	0	2	44	55	55
BambuTx803	BambuGene16312	1	11	9	21	20	9
BambuTx804	ENSG00000115504	9	13	10	61	54	48
BambuTx805	BambuGene15341	0	0	0	17	20	16
BambuTx806	ENSG00000198369	24	17	25	244	265	264
BambuTx807	ENSG00000198369	3	7	6	163	234	217
BambuTx808	BambuGene16342	0	0	0	71	81	45
BambuTx809	BambuGene16346	0	2	2	33	36	32
BambuTx810	ENSG00000243667	2	8	2	20	20	33
BambuTx811	ENSG00000124370	13	35	30	93	92	100
BambuTx812	ENSG00000310032	0	0	0	11	14	3
BambuTx813	ENSG00000114956	393	486	595	835	926	772
BambuTx814	ENSG00000287687	0	0	2	6	9	7
BambuTx815	ENSG00000309310	0	1	0	4	12	13
BambuTx816	ENSG00000309281	54	32	51	9	4	9
BambuTx817	ENSG00000270996	0	3	4	6	5	14
BambuTx818	BambuGene16411	298	229	337	245	311	252
BambuTx819	BambuGene15405	21	53	74	48	66	54
BambuTx820	ENSG00000115548	28	24	30	12	23	22
BambuTx821	ENSG00000239305	1	1	6	52	90	69
BambuTx822	ENSG00000294715	0	0	0	40	43	22
BambuTx823	ENSG00000249884	0	1	5	273	322	213
BambuTx824	ENSG00000168754	67	162	108	43	43	42
BambuTx825	ENSG00000241962	2	3	38	76	51	6
BambuTx826	ENSG00000214184	15	15	20	24	20	24
BambuTx827	ENSG00000144061	73	72	109	350	376	293
BambuTx828	ENSG00000175772	35	51	64	60	79	47
BambuTx829	ENSG00000240350	2	1	6	33	51	44
BambuTx830	ENSG00000144130	2	17	14	105	115	121
BambuTx831	ENSG00000136689	0	0	5	37	47	3
BambuTx832	ENSG00000136689	23	52	70	40	41	38
BambuTx833	ENSG00000304983	1	17	37	159	179	171
BambuTx834	BambuGene16612	31	27	50	46	58	60
BambuTx835	ENSG00000144120	66	97	101	227	235	170
BambuTx836	BambuGene16618	36	15	22	18	16	23
BambuTx837	ENSG00000144231	12	28	21	20	29	50
BambuTx838	BambuGene16645	4	4	4	5	10	2
BambuTx839	ENSG00000299827	5	8	4	9	11	15
BambuTx840	BambuGene15623	9	12	10	5	6	10
BambuTx841	BambuGene15625	0	0	0	0	19	15
BambuTx843	ENSG00000224043	13	15	22	24	39	30
BambuTx844	BambuGene15661	14	0	5	9	7	2
BambuTx845	BambuGene15663	0	0	0	8	3	2
BambuTx846	BambuGene15668	3	3	4	8	12	11
BambuTx847	ENSG00000271320	2	8	6	13	5	10
BambuTx848	ENSG00000303120	2	1	8	4	3	1
BambuTx849	ENSG00000285373	195	192	298	76	95	96
BambuTx850	ENSG00000309217	0	0	0	7	9	6
BambuTx851	BambuGene15723	4	9	22	5	4	4
BambuTx852	ENSG00000154479	38	35	38	61	68	46
BambuTx853	ENSG00000170166	0	0	0	20	24	18
BambuTx854	BambuGene15781	0	1	1	2	15	11
BambuTx855	ENSG00000287149	0	2	1	24	40	22
BambuTx856	ENSG00000150722	32	89	91	111	161	127
BambuTx857	ENSG00000151687	8	17	11	33	26	18
BambuTx858	ENSG00000151687	1	3	1	10	9	19
BambuTx859	ENSG00000128694	11	55	67	58	71	64
BambuTx860	BambuGene15806	0	1	0	34	35	30
BambuTx861	ENSG00000162944	7	8	17	15	16	3
BambuTx862	ENSG00000222017	21	46	28	7	8	19
BambuTx863	ENSG00000286836	12	13	12	11	5	10
BambuTx864	BambuGene16892	36	31	50	21	24	19
BambuTx865	ENSG00000287498	2	2	2	17	26	30
BambuTx866	BambuGene16930	2	10	7	3	1	3
BambuTx867	ENSG00000235070	0	0	0	11	20	17
BambuTx868	ENSG00000308860	0	0	0	47	68	78
BambuTx869	ENSG00000308860	7	0	0	65	50	41
BambuTx870	ENSG00000221944	9	7	10	2	2	6
BambuTx871	ENSG00000066248	73	122	134	115	118	114
BambuTx872	ENSG00000077044	0	0	0	31	30	39
BambuTx873	BambuGene15962	0	0	0	10	14	18
BambuTx874	BambuGene15962	0	0	0	4	14	11
BambuTx875	BambuGene15962	0	0	0	4	1	12
BambuTx876	ENSG00000289261	5	8	3	6	10	6
BambuTx877	BambuGene17026	0	0	0	9	23	13
BambuTx878	ENSG00000122085	11	22	57	75	99	61
BambuTx879	ENSG00000122085	11	14	26	187	198	204
BambuTx880	ENSG00000146205	0	12	7	10	22	8
BambuTx881	ENSG00000146205	16	6	1	17	25	14
BambuTx882	BambuGene17038	19	13	16	15	13	22
BambuTx883	ENSG00000176720	12	7	8	6	9	4
BambuTx884	ENSG00000168397	92	180	130	113	91	106
BambuTx885	ENSG00000168395	79	93	137	68	85	109
BambuTx886	BambuGene17043	16	7	10	16	30	13
BambuTx887	ENSG00000302960	8	12	11	28	53	61
BambuTx888	BambuGene17071	3	2	1	9	18	9
BambuTx889	ENSG00000296607	0	0	4	27	38	19
BambuTx890	ENSG00000296607	0	0	1	9	7	15
BambuTx891	ENSG00000260861	0	0	0	4	1	0
BambuTx892	ENSG00000241690	4	4	3	8	4	0
BambuTx893	ENSG00000275491	5	5	0	28	37	16
BambuTx894	BambuGene17628	0	0	0	4	3	0
BambuTx895	ENSG00000310389	3	5	3	24	24	21
BambuTx896	ENSG00000309276	0	0	0	41	31	31
BambuTx897	ENSG00000307491	0	0	0	56	51	57
BambuTx898	ENSG00000307491	0	0	0	30	31	43
BambuTx899	ENSG00000307491	0	0	0	42	23	19
BambuTx900	ENSG00000232900	0	2	1	11	16	9
BambuTx901	ENSG00000259974	0	2	1	16	13	15
BambuTx902	ENSG00000125814	2	2	0	2	1	6
BambuTx903	BambuGene17732	31	34	20	12	21	16
BambuTx904	ENSG00000078699	31	27	21	27	28	15
BambuTx905	ENSG00000235214	14	8	10	5	4	12
BambuTx906	ENSG00000149646	21	43	42	23	24	17
BambuTx907	ENSG00000259399	4	9	15	8	15	4
BambuTx908	ENSG00000308375	3	2	3	8	9	5
BambuTx909	BambuGene17869	19	16	24	29	52	21
BambuTx910	ENSG00000124249	1	0	0	52	45	51
BambuTx911	ENSG00000124249	13	8	17	11	5	4
BambuTx912	BambuGene17900	2	5	5	8	9	9
BambuTx913	ENSG00000124116	580	572	722	854	933	710
BambuTx914	BambuGene17923	30	10	25	28	23	24
BambuTx915	BambuGene17923	12	10	27	27	25	26
BambuTx916	ENSG00000198185	0	0	0	3	0	5
BambuTx917	BambuGene17419	15	7	19	11	10	9
BambuTx918	BambuGene17436	0	0	0	4	0	2
BambuTx919	ENSG00000298132	0	0	0	100	111	102
BambuTx920	ENSG00000227431	0	0	0	2	8	2
BambuTx921	BambuGene17998	0	2	2	4	3	1
BambuTx922	ENSG00000304933	0	0	0	23	13	10
BambuTx923	ENSG00000124097	2	2	1	13	15	12
BambuTx924	BambuGene18024	0	0	0	3	0	1
BambuTx925	ENSG00000225806	0	0	0	4	9	6
BambuTx926	ENSG00000196227	5	11	8	64	105	85
BambuTx927	BambuGene18058	33	18	41	23	33	23
BambuTx928	BambuGene18067	170	120	98	79	83	52
BambuTx929	ENSG00000171700	17	21	50	37	61	62
BambuTx930	BambuGene18223	10	5	11	7	0	7
BambuTx931	BambuGene18104	39	20	18	8	13	5
BambuTx932	ENSG00000275895	597	772	862	880	889	936
BambuTx933	BambuGene18241	89	115	147	108	112	102
BambuTx934	ENSG00000197934	0	0	1	11	9	7
BambuTx935	ENSG00000295670	0	0	0	17	19	24
BambuTx936	BambuGene18163	4	4	5	7	7	6
BambuTx937	ENSG00000227456	0	4	2	5	16	10
BambuTx938	ENSG00000157551	4	12	5	1	0	0
BambuTx939	ENSG00000157578	1	4	3	15	11	7
BambuTx940	BambuGene18334	1	0	4	17	17	18
BambuTx941	ENSG00000160191	17	34	44	3	1	1
BambuTx942	ENSG00000274225	0	0	0	5	9	14
BambuTx943	ENSG00000306053	11	11	19	4	12	7
BambuTx944	ENSG00000226115	0	0	0	47	50	51
BambuTx945	ENSG00000228235	0	0	0	25	27	34
BambuTx946	ENSG00000228235	0	0	0	150	172	149
BambuTx947	ENSG00000308668	0	1	0	802	916	808
BambuTx948	BambuGene18412	0	1	1	37	45	50
BambuTx949	BambuGene18412	3	0	3	29	49	21
BambuTx950	ENSG00000295065	0	0	0	2	10	17
BambuTx951	ENSG00000177663	2	0	1	106	147	105
BambuTx952	BambuGene18868	12	3	3	9	4	10
BambuTx953	ENSG00000278558	30	25	15	23	31	31
BambuTx954	ENSG00000273032	0	0	2	3	15	19
BambuTx955	ENSG00000185065	3	1	6	6	13	10
BambuTx956	ENSG00000070010	165	210	333	345	376	423
BambuTx957	ENSG00000185838	69	115	92	103	121	138
BambuTx958	ENSG00000289960	0	1	0	6	13	12
BambuTx959	ENSG00000286129	418	530	660	518	638	604
BambuTx960	ENSG00000272779	0	1	0	0	2	0
BambuTx961	ENSG00000128218	23	24	35	103	89	95
BambuTx962	ENSG00000251357	0	0	0	4	7	9
BambuTx963	ENSG00000251357	6	9	6	11	23	16
BambuTx964	ENSG00000167037	8	16	13	15	17	14
BambuTx965	ENSG00000309298	0	0	2	12	21	13
BambuTx966	ENSG00000233521	0	0	1	72	84	58
BambuTx967	ENSG00000233521	0	0	0	91	69	60
BambuTx968	BambuGene18506	30	43	39	61	77	48
BambuTx969	ENSG00000287967	238	314	419	396	502	443
BambuTx970	ENSG00000128342	2	7	5	20	12	16
BambuTx971	ENSG00000273387	0	0	0	12	2	2
BambuTx972	ENSG00000289873	1	0	0	168	154	170
BambuTx973	ENSG00000299145	0	0	0	29	31	36
BambuTx974	BambuGene18601	0	0	0	11	14	14
BambuTx975	ENSG00000198125	265	479	527	321	320	310
BambuTx976	ENSG00000268818	2	2	2	10	10	4
BambuTx977	BambuGene18614	65	18	25	33	31	36
BambuTx978	BambuGene18624	0	0	3	21	17	10
BambuTx979	BambuGene19034	4	6	13	8	22	6
BambuTx980	BambuGene19043	11	51	44	62	101	50
BambuTx981	BambuGene19043	103	71	92	333	289	297
BambuTx982	ENSG00000283900	6	12	9	11	15	5
BambuTx983	BambuGene19062	31	8	12	9	9	12
BambuTx984	BambuGene19085	0	0	0	12	11	5
BambuTx985	ENSG00000196236	94	38	99	67	77	73
BambuTx986	ENSG00000285531	29	59	22	58	117	90
BambuTx987	ENSG00000183066	3	2	2	28	32	42
BambuTx988	BambuGene18745	11	4	10	49	55	38
BambuTx989	BambuGene18749	23	12	12	13	19	12
BambuTx990	BambuGene18765	2	6	6	5	12	4
BambuTx991	BambuGene19150	0	0	2	11	14	7
BambuTx992	ENSG00000231711	2	2	0	6	12	10
BambuTx993	BambuGene19969	535	773	827	4621	4941	2879
BambuTx994	ENSG00000231401	0	0	1	24	21	20
BambuTx995	ENSG00000214021	5	3	2	9	22	4
BambuTx996	BambuGene19987	9	22	24	8	8	11
BambuTx997	BambuGene19256	0	0	0	14	28	15
BambuTx998	BambuGene19274	0	0	0	3	0	0
BambuTx999	ENSG00000224514	3	0	0	23	7	22
BambuTx1000	ENSG00000206562	8	19	25	99	60	114
BambuTx1001	ENSG00000206562	40	79	124	369	361	440
BambuTx1002	ENSG00000271643	0	0	0	6	4	4
BambuTx1003	ENSG00000144681	62	78	88	80	76	110
BambuTx1004	BambuGene19325	4	8	11	33	28	36
BambuTx1005	ENSG00000230409	13	9	24	4	3	8
