TXNAME	R2_HCC827	R3_HCC827	R1_HCC827	R3_H1975	R1_H1975	R2_H1975
ENST00000218652	124.03621	326.74924	319.65625	383.3171	434.41198	416.6955
ENST00000219066	37.68858	343.9516	171.75226	591.0984	739.49147	708.54194
ENST00000219069	17.21292	62.54932	57.27276	89.25947	74.82756	70.44757
ENST00000219091	84.18043	69.38577	39.044	29.56964	8.68964	48.98604
ENST00000219139	485.00415	474	713.72065	532.20379	718.11646	495.34321
ENST00000219168	23.52936	54.50837	88.50795	80.86941	107.80042	71.45253
ENST00000219169	7141.22917	8463.64206	11106.42578	6789.32142	8264.39916	7078.56135
ENST00000219204	258	410.89806	508.45803	1238.49984	1344.28816	1532.20433
ENST00000219240	378.44548	335.3149	422.58441	427.36349	378.4733	425.37787
ENST00000219251	55.59467	56.42872	50.71768	29.31617	25.45148	25.98173
ENST00000219252	873	1245.9865	1290	727.37747	736	766.55022
ENST00000219255	1e-05	92.6054	1e-05	0	21.83229	11.21276
ENST00000219271	142.47004	109.2632	57.88446	155.24931	73.65503	132.10525
ENST00000219281	254.33674	556.95175	577.82997	841.63584	818.65201	962.34805
ENST00000219299	170.1096	147.37474	180.38642	374.46839	427.5278	425.24021
ENST00000219302	2208.64085	2368.00669	2205.67081	1738.51324	1905.93614	1782.04029
ENST00000219313	3933.05575	4718.02668	6310.36529	7783.36919	8134.76142	8399.31126
ENST00000219315	172.74212	103.36769	137.37818	165.46167	185.25376	157.98812
ENST00000219320	19.78235	54.72817	47.28691	48.41141	54.77479	54.02723
ENST00000219322	2	2	0	5	0	1.00525
ENST00000219334	0	0	0	0	0	1.5898
ENST00000219343	1e-05	82.69999	100.40829	46.79197	66.12024	49.82374
ENST00000219345	83.71061	0	0	15.20234	1e-05	45.69398
ENST00000219368	129.2619	266.66252	194.97538	1.06216	0	0
ENST00000219400	762.34712	965.96592	1318.88606	1441.28085	1430.03998	1565.55305
ENST00000219431	19.19152	29.24451	29.70937	10.29609	18.72939	18.12587
ENST00000219439	115.59589	107.0517	101.77286	178.08566	204.23803	198.3959
ENST00000219473	545.03608	678.92175	924.92739	988.96599	985.38202	873.11933
ENST00000219478	277	119.94263	197.94233	115	111.98968	120.9569
ENST00000219479	991.85441	957.63717	1132.29019	1483.74672	1805.76176	1832.25225
ENST00000219481	364.00773	340.95912	266.70488	657.90399	554.90573	729.05074
ENST00000219535	61.69729	55.06591	45.88956	72.74927	106.95358	70.62627
ENST00000219548	932.07965	1460.71694	887.23841	1619.02885	852.04938	1955.45127
ENST00000219551	37.30587	17.4768	30.84749	186.74378	162.70545	81.39703
ENST00000219599	0	0	0	3.85777	5.71515	4.77952
ENST00000219746	609.62652	445.92988	598.06849	0	0	0
ENST00000219771	3.31911	2.27531	1	50.16201	57.48892	71.62478
ENST00000219782	94.69467	42.60507	81.10511	64.33612	45.27026	72.78268
ENST00000219789	259.7499	406.9008	363.46975	574.2114	588.28338	723.25052
ENST00000219794	1124.17781	1278.91429	1225.71924	863.2527	1005.9789	1047.18046
ENST00000219837	249.21465	176.5018	273.98806	757.84432	407.06732	519.21103
ENST00000220003	500.44469	183.83661	209.83126	225.34851	292.59881	96.38056
ENST00000220058	114.03441	185.75941	203.20519	373.38206	398.15731	397.56156
ENST00000220166	2880.19861	4967.81464	4697.90028	3506.3708	3785.82762	3552.44648
ENST00000220325	338.39754	211.54556	275.09458	267.88383	226.22824	242.25748
ENST00000220420	16.66667	24	30.81481	17	17.71497	12
ENST00000220507	205	162	195	729	789	668
ENST00000220509	289.58605	149	151.64204	172.46557	163.98519	169.37635
ENST00000220531	132.17301	104.47636	155.74179	455.43724	551.19037	395.49721
ENST00000220562	1e-05	13.40534	0	45.32423	0	27.53845
ENST00000220584	130.60454	176.11904	15.15344	2074.88198	79.09417	121.85487
ENST00000220592	228.87056	119	237.98947	149.94672	167.8701	165.87919
ENST00000220597	175.0836	156.99616	219.93974	281.62286	273.80598	236.05839
ENST00000220659	253.99486	315	323.90469	181.71576	173.29032	221
ENST00000220669	1083.8102	1638.55654	1655.24186	416.81641	482.38272	443.23625
ENST00000220751	239.13842	270.45446	337.90971	651.9193	527.07388	664.79206
ENST00000220809	47.34988	70.71933	73.02395	457.29332	514.22494	365.69784
ENST00000220822	24.93338	46.70098	45.40415	179.60609	243.58034	143.26684
ENST00000220849	73.85791	411.54598	394.07634	1554.03775	3251.19606	2555.10097
ENST00000220853	544.48086	954.51731	757.87209	1422.57279	1364.62564	1377.95047
ENST00000220888	0	0	1.05965	3.48093	0	1.52829
ENST00000220913	492.57517	353.31731	510.22328	537.54154	582.40818	519.38691
ENST00000221086	31	30	47	70.67019	77.76562	65
ENST00000221114	431.6216	646.26795	608.78437	850.91551	1102.8848	961.06736
ENST00000221130	975.70252	871.91551	1359.76042	650.92769	569.31322	582.43389
ENST00000221132	222	181	230	159	147	152
ENST00000221138	496.14499	482.02022	542.86357	614.96755	580.91535	612
ENST00000221233	0	2.45775	1803.43745	1901.06259	1707.80742	2.25116
ENST00000221249	2e-05	66.54852	0	149.99723	158.61637	124.13757
ENST00000221264	36.31	35.26698	59.2074	34.79104	45.56406	53.77343
ENST00000221265	1006.61413	871.4426	908.30597	308.61454	337.86515	314.15302
ENST00000221283	4664.37823	4928.79575	4221.34358	2076.20235	2096.70802	2198.35168
ENST00000221315	18	16	22	301.41018	196.91204	306.89517
ENST00000221327	7.73943	1.85008	9.3515	29.89748	39.49212	27.85636
ENST00000221363	10192.381	12823.20609	14594.40415	6782.80361	6774.83299	7029.66389
ENST00000221403	52.98091	88.84131	110.67465	99.36224	102.77037	77.86516
ENST00000221413	14.63522	16.53195	8.29208	3.81741	7.30549	4.96681
ENST00000221418	4881.23884	6763.50758	12015.36174	21.97079	23.88117	29.07497
ENST00000221419	395.98124	653.96869	299.1391	1263.85233	622.44081	771.14625
ENST00000221431	534.45761	656.02794	538.50487	118.78236	138.34488	137.19235
ENST00000221455	111.67379	99.02301	104.65551	64.98931	77.51923	72
ENST00000221459	41.88063	39.42043	44.25157	44.24822	48.14304	71.91777
ENST00000221462	8.60904	15.05881	6.70956	1.64418	2.30772	0
ENST00000221466	77.626	109.13598	109.55188	60.46711	52.55853	56.38442
ENST00000221480	55.33833	68.92572	43.47413	128.05864	98.39952	171.54377
ENST00000221486	2755.11414	2876.12879	2710.0056	2294.3105	2930.84628	2810.458
ENST00000221494	864.02736	758.23002	639.90504	619.77197	498.97696	580.02617
ENST00000221498	0	0	0	19.55556	12.67952	8.8
ENST00000221504	287.90571	1.86115	0	18.41057	26.82505	24.01085
ENST00000221554	114.27022	143.50818	111.79523	85.45261	77.48882	75.57037
ENST00000221561	672.56607	811.88484	807.66857	394.73093	440.87679	509.52733
ENST00000221566	1021.79174	1078.3763	798.70432	1212.36951	1118.56616	1246.10661
ENST00000221573	364.89945	373.16843	309.21601	150.86557	141.1244	196.72227
ENST00000221576	177.69806	215.36865	241.53615	201.98554	218.4551	240.11986
ENST00000221671	39.69507	23.75587	10.89537	0.3609	14.63228	18.97243
ENST00000221700	0	0	0.11111	0	0	1
ENST00000221730	0	0	0	58.87335	73.86461	55.06355
ENST00000221735	30.56722	45.85311	36.91585	9.91517	4.37631	4.26601
ENST00000221770	13.10526	16.21606	9.00787	9.77687	14.06299	5.29
ENST00000221784	4.53346	6.58799	6.4155	6.74859	6.80997	8.397
ENST00000221801	4632.90381	3468.73391	3360.56094	1008.58666	887.33409	1056.66782
ENST00000221847	281.63055	449.63692	455.39891	145	176.84697	110
ENST00000221855	1736.39735	1782.12438	1812.71944	1015.66869	1005.20535	1106.41305
ENST00000221856	6.32463	4.86254	7.06678	0	0	0.35584
ENST00000221859	10728.56772	8805.39432	12641.76445	4198.37046	4789.64222	4027.89545
ENST00000221922	207.9746	159.38337	179.53731	82.95582	90.98312	96.4367
ENST00000221943	380.00325	649.29532	582.38451	162.01748	166.48024	183.60577
ENST00000221957	2963.47781	4221.48202	3314.44907	6178.69888	7181.73118	7035.41872
ENST00000221972	72	88.56757	89.62963	273.55263	392.06355	322.67083
ENST00000221975	330.84772	321.74729	485.85149	94.81022	78.81805	89.81283
ENST00000221992	211.85375	709.18198	491.80546	0	0	0
ENST00000222005	4284.86058	4720.52096	4381.34925	4539.73572	5142.87156	5085.88398
ENST00000222008	2771.42681	3312.80557	3399.65419	2018.28507	2287.50847	1978.93196
ENST00000222120	354	254.99465	341	534.77437	515	431
ENST00000222122	487.5125	268.11302	261.38115	88.54641	107.2921	85.54797
ENST00000222139	149.15205	103.62302	120.60367	354.85665	342.85725	395.47221
ENST00000222190	130	147	159	200	277	207
ENST00000222214	281.88847	406.3647	398.45062	645.72558	772.35386	784.04664
ENST00000222219	572.14096	856.4163	743.56059	2270.52748	2465.90816	2344.19316
ENST00000222224	668	631	722	1389	1253	1371
ENST00000222247	157813.37208	184438.79639	235685.6447	54044.21346	60545.8086	55536.15048
ENST00000222256	172.70797	350.28842	289.78146	44	48.6087	51.48936
ENST00000222266	85.38353	121.38469	144.90685	171.83868	120.09965	110.07256
ENST00000222305	490.48558	269.70252	255.49191	232.46064	176.16846	180.27311
ENST00000222329	137.92859	149.15	152.44041	25.33333	66	56.83142
ENST00000222330	20.41026	27.27816	39.92738	12.89107	55.8276	2
ENST00000222374	33.85835	31	29.75	25	22.12352	24
ENST00000222388	21	33	36	81	92	99
ENST00000222402	292.22245	224.45605	318.59071	324.26233	334.13309	361.29767
ENST00000222482	6	6	1.5	265	340.31401	293.59555
ENST00000222543	386.94315	581.90061	749.86713	1486.65828	1655.26836	1464.65219
ENST00000222547	924.7957	1418.94465	1606.81052	4059.62971	4831.82088	3387.10283
ENST00000222567	845.47837	746.95918	1248.42783	2850.5781	2817.14998	2650.79274
ENST00000222574	38.7137	41.76923	47.65533	78.63839	82.15797	101.99499
ENST00000222584	23	25	52.2242	64.5244	98.80435	92.54783
ENST00000222597	49.64935	0	10.67073	224.67742	232.09529	260.86564
ENST00000222644	36.83989	42.82112	62.93894	139.01849	123.88246	198.30623
ENST00000222690	98.60251	211.47393	151.69236	276.73154	321.206	310.11576
ENST00000222693	1512.55445	1926.05135	2840.95322	4397.05961	4917.91401	4851.60076
ENST00000222718	13	28	39	0	0	0
ENST00000222725	8.93248	8.46677	0	3.63746	1.81889	1.82582
ENST00000222726	33.6875	25.3	25.82609	0	0	1.8
ENST00000222747	34	56.83677	59.67262	259.90932	175.78599	211.1372
ENST00000222792	0	4.66771	5	0	0	0.5
ENST00000222803	66.95652	43	47	373.38308	398	372.46036
ENST00000222812	0	6.45988	3.02824	8.28101	8.44033	11.07521
ENST00000222823	23.86052	24.93688	11.96553	22.57651	17.18992	17.50365
ENST00000222969	217.81401	643.42733	829.24109	1014.08032	1416.45892	1093.35367
ENST00000222982	0	2	6.69541	0	0	0
ENST00000222990	1813.13209	1507.25072	1260.578	686.85915	786.63731	740.23201
ENST00000223023	792.1861	804.55061	1436.44252	2346.99991	2367.93676	1982.51318
ENST00000223029	2547.06347	3422.57072	3791.44372	3977.34496	4030.99138	4149.09259
ENST00000223054	90.40253	157.47916	117.77975	71.04902	85.16423	109.16468
ENST00000223073	658.56236	519.90038	939.21354	1535.35376	1683.51542	1381.06026
ENST00000223076	2	2	1	20	25	13
ENST00000223084	5.60563	25.67678	15.32182	51.98901	25.55962	36.17655
ENST00000223095	4.60555	11	5.62693	2436.36235	2529.30055	2727.92811
ENST00000223127	248.33746	359.25123	282.0609	622.15446	809.10017	642.2785
ENST00000223208	176.56084	124.802	165.93032	303.65548	358.20769	359.03846
ENST00000223215	3e-05	9.72645	4e-05	2.73109	16.3072	2.43664
ENST00000223273	352.77081	502.99136	516.09896	1453.49854	1505.74046	1343.43023
ENST00000223293	44	86	120	95	137	116
ENST00000223321	5676.14132	9046.47317	9301.96886	18244.98984	19421.70916	18434.2116
ENST00000223324	1107.66464	1930.70044	2432.26929	4342.66441	4749.56048	4142.85426
ENST00000223336	174.08285	270.62198	335.322	555.41811	838.48678	671.36333
ENST00000223364	0	0	0	3	3.30128	4.40233
ENST00000223368	145.21054	314.32935	238.91719	670.64663	556.4817	695.77444
ENST00000223369	1318.66437	854.51572	1011.42924	1515.46325	1566.94876	1548.5296
ENST00000223423	0	2.04943	2.02583	0	3	3.08308
ENST00000223428	0	9.22998	7.25008	1e-05	83.15542	61.49464
ENST00000223500	3e-05	4e-05	22.21509	125.00502	36.03042	3947.73019
ENST00000223528	32.86169	24.52376	13.86548	15.5728	0	7.46346
ENST00000223641	7317.73261	9814.99492	11702.40763	14611.44001	14935.79066	15027.53913
ENST00000223864	709.03246	1069.37196	1344.16359	881.23115	1076.1417	979.92177
ENST00000224073	13178.4932	16219.99119	19805.98534	12522.54923	13630.98688	12315.45608
ENST00000224337	26.80069	31.90411	31.21358	56.55852	53.83989	54.63692
ENST00000224356	46.86957	37.86111	43.56757	0	0.5	0
ENST00000224652	0	11.41351	22.66946	8.96566	42.45515	21.14442
ENST00000224756	0	0	3.89516	8.67327	13.52335	2.17294
ENST00000224784	0	0	0	13.62509	5.07401	13.87516
ENST00000224949	16.40987	44.55697	105.21269	425.76955	370.47334	324.23878
ENST00000224950	1e-05	221.46265	11.00276	221.55448	3e-05	31.65182
ENST00000225171	216.11963	319.77374	312.97739	28.52084	28.21489	35.81294
ENST00000225174	769.34627	608.81239	709.97248	875.97474	951.03479	1001.66254
ENST00000225235	8	0	10.05598	19.99837	6.84115	14.89196
ENST00000225276	12.85714	36.57373	22.27587	319.69197	365.92663	336.31406
ENST00000225296	564.32161	248.24559	458.70843	362.91374	460.83635	344.49868
ENST00000225298	342.70062	492.40472	430.53713	466.64741	448.08959	538.12768
ENST00000225308	2572.79573	3381.30171	3411.82296	4293.22114	4616.66715	5238.5895
ENST00000225328	74.54224	87.29843	51.58455	54.8279	68.19751	71.13941
ENST00000225388	174	136.96929	201.95295	523.61884	671.85791	420.63158
ENST00000225394	312.59269	257.25086	267.58822	238.62158	304.05401	206.23339
ENST00000225430	143983.81413	197887.73009	256519.18362	107528.10693	123536.49835	111375.98425
ENST00000225441	10	12.1263	6.36971	18	16.45565	10.72832
ENST00000225504	2104.36398	3295.52814	4074.27186	13.2176	28.04509	41.25315
ENST00000225519	371	232	271	194	233	185
ENST00000225525	2966.71072	2494.27861	3341.7295	2876.68934	2363.59493	2894.36511
ENST00000225567	17.6784	26.12485	13.74356	49.99021	41.23975	60.06089
ENST00000225573	4.14226	1.85054	1.84332	29.8622	15.24799	35.02755
ENST00000225576	5	5	5	6	3	1
ENST00000225577	110.8527	101.36055	126.43906	356.47157	410.27153	375.44988
ENST00000225603	335.19806	1604.46351	1385.96823	867.59844	1147.50435	209.72752
ENST00000225609	177.25581	242.01119	268.35896	196.54966	273.40273	260.50048
ENST00000225614	65.49517	87.59322	91.13651	55.49529	60.14427	64.73181
ENST00000225655	45940.24957	49559.06109	56630.61395	43636.61215	45391.82831	52772.55105
ENST00000225665	2824.07144	3709.26635	3098.64624	1374.39396	1471.02848	1707.64053
ENST00000225696	0	0	0	90.91962	45.21939	35.40837
ENST00000225698	8045.83588	10823.97777	10995.95438	10505.97579	10956.93933	11207.97985
ENST00000225719	280	172	237	986.64036	1125	841
ENST00000225724	284.63897	275.65139	394.27926	579.27695	586.17644	489.33875
ENST00000225726	440.20547	75.78446	667.84664	1075.97773	1576.42541	1435.79031
ENST00000225728	983.67435	1345.76043	1419.03889	1734.79697	1871.19901	1811.65686
ENST00000225729	2068.39293	3077.88262	2738.67743	1139.44615	1523.73938	1307.5323
ENST00000225737	112.96539	105.65971	107.33211	118.1898	152.438	98.77217
ENST00000225742	0	0	2.07816	1.15708	1.04536	6.2899
ENST00000225777	2741.8693	3061.11407	2900.3709	1394.80169	1397.18825	1787.62117
ENST00000225792	3009.91923	4274.43267	4725.46686	5656.36741	6731.92904	6523.67094
ENST00000225831	2	3	5	917.43757	1039.78373	893.30342
ENST00000225873	32	28	42	86	93	99
ENST00000225927	396.03578	104.25239	242.6055	250.93021	232.88965	147.88156
ENST00000225964	89.67926	54	59.30982	652.1801	917.41933	749.74053
ENST00000225969	3295.53317	3568.93093	4146.77641	3328.65233	3688.61	3490.01696
ENST00000225972	1762.21823	1428.57859	1467.11053	1683.41381	1662.21185	2019.64238
ENST00000225983	2.81466	3.52758	0	0	0	0
ENST00000226004	530.51311	554.11084	618.34049	707.03326	670.59946	734.78997
ENST00000226091	70	34	61	32	32	27
ENST00000226105	2449.09947	3048.04222	3489.93681	1173.73255	1238.02289	1142.11021
ENST00000226218	0	2	1	46.71798	87.7475	41.83187
ENST00000226225	234.20603	292.78707	267.10817	574.57888	518.49433	553.69918
ENST00000226230	1011.97627	702.0151	1165.63609	812	991.3556	946.98068
ENST00000226279	0	0	6	0	0	1
ENST00000226284	0	0	24.96694	0	0	0
ENST00000226299	1084.91365	45.74033	3.13624	41.8059	36.93804	862.5147
ENST00000226317	20	41	49	194	223	183
ENST00000226319	75.13556	41.70718	39.12619	99.88214	106.53819	77.39829
ENST00000226444	10	36.50417	15.65493	22.266	14	15.89244
ENST00000226522	0	2.29928	0	5.68053	1.10338	2.15928
ENST00000226524	0	0	0	63	64	56
ENST00000226574	10.67556	18.74163	43.5138	97.86691	98.77477	26.30198
ENST00000226725	0	0	2.22118	7.09317	1e-05	11.17045
ENST00000226760	33.33124	107.33355	82.64977	126.14542	172.27526	129.46889
ENST00000227135	1e-05	292.11531	310.17525	0	48.36142	1e-05
ENST00000227157	15.3386	17.4411	28.08031	58.28669	54.52947	56.6853
ENST00000227214	281.95529	425.49475	426.37113	183.14045	160	185.96734
ENST00000227266	458.92691	2048.43768	2450.98242	2710.80453	3221.25416	2496.80298
ENST00000227322	1213.11098	929.23936	1165.40161	739.99559	775.1175	910.91079
ENST00000227378	5941.56902	19.92497	246.3595	98.07917	13.7528	8.71051
ENST00000227451	751	470	645	230	220	174
ENST00000227471	274.67737	415.09831	392.48082	382.7297	333.22149	422.93915
ENST00000227507	3284	3019.99994	3850.05155	3409.04063	3781.20088	3127.14165
ENST00000227520	1546.27386	1898.71892	1888.1174	1001.79549	951.05641	1113.83061
ENST00000227524	51.65244	196.76995	2e-05	1e-05	0	168.88073
ENST00000227618	245.58844	1300.76652	1363.14053	632.60298	0	1123.91482
ENST00000227638	118.56415	170	135	310.97531	243.27771	337.83826
ENST00000227752	0	0	0	2	0	0.5
ENST00000227756	74.59779	77.04873	88.52489	125.70184	122.51207	142.57314
ENST00000227758	75.49104	104.63534	112.06982	270.30126	298.98611	274.47345
ENST00000227868	1e-05	53.45313	51.28758	49.12526	58.87057	51.61579
ENST00000227880	0	2.3566	0	6.69948	1.63713	4.752
ENST00000228136	1098.93847	418.26707	1737.84496	1984.24149	2085.42534	1464.66836
ENST00000228284	27.02637	39.28465	45.13485	11.09902	16.91106	13.15928
ENST00000228289	4.5004	3.80212	5.51982	2.27336	5.60677	5.1606
ENST00000228306	19533.24119	26747.41228	29326.1925	11705.54761	12990.95218	12251.04774
ENST00000228307	30.27199	16.97865	37.18502	54.88249	85.14084	93.3252
ENST00000228347	61.08129	55.13079	102.84437	84.13478	74.84209	34.02471
ENST00000228437	142.03154	91	119.37132	136.11011	181.00272	114.23187
ENST00000228438	5	9.99373	8	84.81326	100.87912	72.97261
ENST00000228463	6.34609	2.23814	7.76087	12.08037	18.49524	10.10694
ENST00000228495	225.08991	230	285.43744	343.12994	323.22916	290.11943
ENST00000228506	2121.90264	1497.4451	2030.02129	1518.05965	1829.28946	1556.55399
ENST00000228510	88.64611	183.98585	46.15419	128.10205	80.96031	70.37699
ENST00000228515	4.29623	13.40174	10.24506	20.28931	24.7111	19.00755
ENST00000228534	81	82.96471	67	6	4.03663	6
ENST00000228705	87	99	140	422.67266	342.46839	448.21929
ENST00000228740	980.1956	1282.97084	1224.286	1362.63971	1464.03261	1364.51307
ENST00000228741	202.00254	174.15008	221.10629	459.09164	508.78673	506.22382
ENST00000228799	107.46312	130.54677	111.45243	50.19365	43.23261	59.59734
